dataset,client,domain,assigned_key,file,total_px,ann_fg_px,ann_labeled_px,gt_fg_px,ann_fg_ratio,ann_labeled_ratio,gt_fg_ratio,ann_fg_inside_gt_ratio,gt_fg_covered_by_ann_ratio,ann_fg_boundary_ratio,ann_fg_core_ratio
prostate,client1,Domain1,block,Case03_17.h5,147456,254,144081,1109,0.0017225477430555555,0.97711181640625,0.007520887586805556,1.0,0.2290351668169522,0.2283464566929134,0.7716535433070866
prostate,client1,Domain1,block,Case03_4.h5,147456,473,143802,1415,0.003207736545138889,0.9752197265625,0.009596082899305556,1.0,0.3342756183745583,0.06765327695560254,0.9323467230443975
prostate,client1,Domain1,block,Case03_5.h5,147456,1469,142374,2999,0.009962293836805556,0.9655354817708334,0.020338270399305556,1.0,0.48982994331443813,0.04901293396868618,0.9509870660313138
prostate,client1,Domain1,block,Case03_6.h5,147456,2681,141644,4409,0.018181694878472224,0.9605848524305556,0.029900444878472224,1.0,0.6080743932864595,0.06378217083177919,0.9362178291682208
prostate,client1,Domain1,block,Case03_7.h5,147456,3529,141078,5394,0.023932562934027776,0.9567464192708334,0.036580403645833336,1.0,0.6542454579162031,0.05610654576367243,0.9438934542363275
prostate,client1,Domain1,block,Case03_8.h5,147456,4559,140453,6594,0.030917697482638888,0.9525078667534722,0.044718424479166664,1.0,0.6913861085835609,0.04364992322877824,0.9563500767712217
prostate,client1,Domain1,block,Case03_9.h5,147456,5465,139987,7678,0.03706190321180555,0.9493476019965278,0.052069769965277776,1.0,0.7117738994529825,0.047758462946020125,0.9522415370539798
prostate,client1,Domain1,block,Case04_10.h5,147456,3656,141001,5470,0.024793836805555556,0.9562242296006944,0.03709581163194445,1.0,0.6683729433272395,0.05306345733041575,0.9469365426695843
prostate,client1,Domain1,block,Case04_11.h5,147456,4134,140651,6045,0.028035481770833332,0.9538506401909722,0.040995279947916664,1.0,0.6838709677419355,0.038703434929850025,0.9612965650701499
prostate,client1,Domain1,block,Case04_12.h5,147456,4360,140265,6413,0.029568142361111112,0.95123291015625,0.04349093967013889,1.0,0.6798690160611258,0.02981651376146789,0.9701834862385321
prostate,client1,Domain1,block,Case04_13.h5,147456,4411,140600,6347,0.029914008246527776,0.9535047743055556,0.04304334852430555,1.0,0.6949740034662045,0.05486284289276808,0.9451371571072319
prostate,client1,Domain1,block,Case04_14.h5,147456,2776,141855,4297,0.018825954861111112,0.9620157877604166,0.029140896267361112,1.0,0.6460321154293693,0.05655619596541787,0.9434438040345822
prostate,client1,Domain1,block,Case04_15.h5,147456,1804,142605,3055,0.012234157986111112,0.96710205078125,0.020718044704861112,1.0,0.5905073649754501,0.0582039911308204,0.9417960088691796
prostate,client1,Domain1,block,Case04_16.h5,147456,1160,143249,2223,0.007866753472222222,0.9714694552951388,0.01507568359375,1.0,0.5218173639226271,0.08275862068965517,0.9172413793103448
prostate,client1,Domain1,block,Case04_17.h5,147456,373,144456,991,0.002529568142361111,0.9796549479166666,0.006720648871527778,1.0,0.3763874873864783,0.24664879356568364,0.7533512064343163
prostate,client1,Domain1,block,Case04_18.h5,147456,43,145068,559,0.00029161241319444444,0.9838053385416666,0.003790961371527778,1.0,0.07692307692307693,0.09302325581395349,0.9069767441860465
prostate,client1,Domain1,block,Case04_6.h5,147456,177,144321,984,0.0012003580729166667,0.9787394205729166,0.006673177083333333,1.0,0.1798780487804878,0.03954802259887006,0.96045197740113
prostate,client1,Domain1,block,Case04_7.h5,147456,842,143318,1956,0.005710177951388889,0.9719373914930556,0.013264973958333334,1.0,0.43047034764826175,0.07482185273159145,0.9251781472684085
prostate,client1,Domain1,block,Case04_8.h5,147456,1748,142420,3160,0.011854383680555556,0.9658474392361112,0.021430121527777776,1.0,0.5531645569620253,0.07093821510297482,0.9290617848970252
prostate,client1,Domain1,block,Case04_9.h5,147456,2821,141598,4469,0.019131130642361112,0.9602728949652778,0.030307345920138888,1.0,0.6312374132915641,0.05742644452321872,0.9425735554767812
prostate,client1,Domain1,block,Case05_10.h5,147456,4281,140688,6177,0.029032389322916668,0.9541015625,0.041890462239583336,1.0,0.6930548810101991,0.0583975706610605,0.9416024293389395
prostate,client1,Domain1,block,Case05_11.h5,147456,2815,141598,4449,0.019090440538194444,0.9602728949652778,0.030171712239583332,1.0,0.6327264553832321,0.02984014209591474,0.9701598579040852
prostate,client1,Domain1,block,Case05_12.h5,147456,2153,142027,3694,0.014600965711805556,0.9631822374131944,0.025051540798611112,1.0,0.5828370330265296,0.02740362285183465,0.9725963771481654
prostate,client1,Domain1,block,Case05_13.h5,147456,2000,142018,3506,0.013563368055555556,0.9631212022569444,0.023776584201388888,1.0,0.5704506560182544,0.048,0.952
prostate,client1,Domain1,block,Case05_14.h5,147456,2401,141825,3994,0.016282823350694444,0.9618123372395834,0.027086046006944444,1.0,0.6011517275913871,0.04956268221574344,0.9504373177842566
prostate,client1,Domain1,block,Case05_15.h5,147456,1546,142707,2839,0.010484483506944444,0.9677937825520834,0.019253200954861112,1.0,0.5445579429376541,0.050452781371280724,0.9495472186287193
prostate,client1,Domain1,block,Case05_16.h5,147456,599,143696,1623,0.004062228732638889,0.9745008680555556,0.011006673177083334,1.0,0.3690696241528035,0.04674457429048414,0.9532554257095158
prostate,client1,Domain1,block,Case05_17.h5,147456,248,144257,1095,0.001681857638888889,0.9783053927951388,0.007425944010416667,1.0,0.2264840182648402,0.016129032258064516,0.9838709677419355
prostate,client1,Domain1,block,Case05_3.h5,147456,513,144050,1347,0.00347900390625,0.9769015842013888,0.009134928385416666,1.0,0.38084632516703787,0.08382066276803118,0.9161793372319688
prostate,client1,Domain1,block,Case05_4.h5,147456,1670,142587,2965,0.011325412326388888,0.96697998046875,0.020107693142361112,1.0,0.5632377740303541,0.10059880239520957,0.8994011976047904
prostate,client1,Domain1,block,Case05_5.h5,147456,2309,141897,3840,0.015658908420138888,0.9623006184895834,0.026041666666666668,1.0,0.6013020833333333,0.0671286271113036,0.9328713728886964
prostate,client1,Domain1,block,Case05_6.h5,147456,3464,141279,5156,0.023491753472222224,0.9581095377604166,0.034966362847222224,1.0,0.6718386346004654,0.05831408775981524,0.9416859122401847
prostate,client1,Domain1,block,Case05_7.h5,147456,3985,141142,5679,0.027025010850694444,0.9571804470486112,0.03851318359375,1.0,0.7017080471914069,0.08030112923462986,0.9196988707653702
prostate,client1,Domain1,block,Case05_8.h5,147456,4206,141010,5890,0.028523763020833332,0.9562852647569444,0.03994411892361111,1.0,0.7140916808149406,0.06894912030432715,0.9310508796956728
prostate,client1,Domain1,block,Case05_9.h5,147456,4526,140572,6394,0.030693901909722224,0.9533148871527778,0.04336208767361111,1.0,0.707851110416015,0.053468846663720725,0.9465311533362792
prostate,client1,Domain1,block,Case06_10.h5,147456,84,144819,729,0.0005696614583333334,0.98211669921875,0.00494384765625,1.0,0.11522633744855967,0.023809523809523808,0.9761904761904762
prostate,client1,Domain1,block,Case06_11.h5,147456,269,144241,1084,0.0018242730034722222,0.9781968858506944,0.007351345486111111,1.0,0.2481549815498155,0.13382899628252787,0.8661710037174721
prostate,client1,Domain1,block,Case06_12.h5,147456,1152,143256,2208,0.0078125,0.9715169270833334,0.014973958333333334,1.0,0.5217391304347826,0.1154513888888889,0.8845486111111112
prostate,client1,Domain1,block,Case06_13.h5,147456,2102,142432,3430,0.014255099826388888,0.9659288194444444,0.023261176215277776,1.0,0.6128279883381924,0.08705994291151284,0.9129400570884871
prostate,client1,Domain1,block,Case06_14.h5,147456,2225,142260,3637,0.015089246961805556,0.9647623697916666,0.024664984809027776,1.0,0.6117679406103932,0.10382022471910113,0.8961797752808989
prostate,client1,Domain1,block,Case06_15.h5,147456,1455,142666,2741,0.009867350260416666,0.9675157335069444,0.018588595920138888,1.0,0.53082816490332,0.044673539518900345,0.9553264604810997
prostate,client1,Domain1,block,Case06_16.h5,147456,999,143436,1971,0.00677490234375,0.9727376302083334,0.01336669921875,1.0,0.5068493150684932,0.08808808808808809,0.9119119119119119
prostate,client1,Domain1,block,Case06_17.h5,147456,224,144535,840,0.0015190972222222222,0.9801907009548612,0.005696614583333333,1.0,0.26666666666666666,0.3125,0.6875
prostate,client1,Domain1,block,Case06_9.h5,147456,37,145042,579,0.00025092230902777775,0.9836290147569444,0.003926595052083333,1.0,0.06390328151986183,0.05405405405405406,0.9459459459459459
prostate,client1,Domain1,block,Case07_10.h5,147456,3746,140376,5978,0.025404188368055556,0.9519856770833334,0.04054090711805555,1.0,0.6266309802609569,0.036305392418579815,0.9636946075814202
prostate,client1,Domain1,block,Case07_11.h5,147456,2485,141208,4413,0.016852484809027776,0.9576280381944444,0.029927571614583332,1.0,0.5631089961477453,0.016901408450704224,0.9830985915492958
prostate,client1,Domain1,block,Case07_12.h5,147456,1642,142585,2961,0.011135525173611112,0.9669664171006944,0.02008056640625,1.0,0.5545423843296183,0.06029232643118149,0.9397076735688186
prostate,client1,Domain1,block,Case07_2.h5,147456,231,144237,1074,0.0015665690104166667,0.9781697591145834,0.007283528645833333,1.0,0.21508379888268156,0.047619047619047616,0.9523809523809523
prostate,client1,Domain1,block,Case07_3.h5,147456,687,143054,2017,0.004659016927083333,0.9701470269097222,0.013678656684027778,1.0,0.3406048587010411,0.033478893740902474,0.9665211062590975
prostate,client1,Domain1,block,Case07_4.h5,147456,1259,142059,3008,0.008538140190972222,0.9633992513020834,0.020399305555555556,1.0,0.4185505319148936,0.008737092930897538,0.9912629070691025
prostate,client1,Domain1,block,Case07_5.h5,147456,2156,141464,3996,0.014621310763888888,0.9593641493055556,0.027099609375,1.0,0.5395395395395396,0.05009276437847866,0.9499072356215214
prostate,client1,Domain1,block,Case07_6.h5,147456,3567,140898,5493,0.024190266927083332,0.9555257161458334,0.037251790364583336,1.0,0.6493719279082468,0.06896551724137931,0.9310344827586207
prostate,client1,Domain1,block,Case07_7.h5,147456,3833,140826,5808,0.025994194878472224,0.9550374348958334,0.039388020833333336,1.0,0.6599517906336089,0.05635272632402818,0.9436472736759718
prostate,client1,Domain1,block,Case07_8.h5,147456,4704,140067,6909,0.031901041666666664,0.94989013671875,0.046854654947916664,1.0,0.6808510638297872,0.03826530612244898,0.9617346938775511
prostate,client1,Domain1,block,Case07_9.h5,147456,4875,139889,7138,0.033060709635416664,0.9486829969618056,0.048407660590277776,1.0,0.6829644158027459,0.0361025641025641,0.9638974358974359
prostate,client1,Domain1,block,Case08_0.h5,147456,61,144169,721,0.00041368272569444444,0.9777086046006944,0.004889594184027778,1.0,0.08460471567267684,0.5409836065573771,0.45901639344262296
prostate,client1,Domain1,block,Case08_1.h5,147456,1520,142353,2831,0.010308159722222222,0.96539306640625,0.019198947482638888,1.0,0.5369127516778524,0.13815789473684212,0.8618421052631579
prostate,client1,Domain1,block,Case08_10.h5,147456,8901,138330,11619,0.06036376953125,0.9381103515625,0.07879638671875,1.0,0.7660728117738187,0.034939894393888324,0.9650601056061117
prostate,client1,Domain1,block,Case08_11.h5,147456,8414,138773,10953,0.057061089409722224,0.9411146375868056,0.07427978515625,1.0,0.7681913630968684,0.04658901830282862,0.9534109816971714
prostate,client1,Domain1,block,Case08_12.h5,147456,6407,139488,8831,0.043450249565972224,0.9459635416666666,0.05988905164930555,1.0,0.7255123995017552,0.034805681286093335,0.9651943187139067
prostate,client1,Domain1,block,Case08_13.h5,147456,3805,140293,6024,0.025804307725694444,0.9514227973090278,0.040852864583333336,1.0,0.6316401062416999,0.02076215505913272,0.9792378449408673
prostate,client1,Domain1,block,Case08_14.h5,147456,2679,141172,4571,0.018168131510416668,0.9573838975694444,0.030999077690972224,1.0,0.5860861955808357,0.01269130272489735,0.9873086972751026
prostate,client1,Domain1,block,Case08_15.h5,147456,1530,142327,3011,0.0103759765625,0.9652167426215278,0.020419650607638888,1.0,0.5081368316174029,0.026143790849673203,0.9738562091503268
prostate,client1,Domain1,block,Case08_16.h5,147456,910,143064,2134,0.006171332465277778,0.97021484375,0.014472113715277778,1.0,0.42642924086223055,0.016483516483516484,0.9835164835164835
prostate,client1,Domain1,block,Case08_2.h5,147456,3315,140468,5302,0.022481282552083332,0.9526095920138888,0.035956488715277776,1.0,0.6252357600905318,0.045852187028657614,0.9541478129713424
prostate,client1,Domain1,block,Case08_3.h5,147456,5571,139586,7921,0.03778076171875,0.9466281467013888,0.053717719184027776,1.0,0.7033202878424442,0.03733620534912942,0.9626637946508706
prostate,client1,Domain1,block,Case08_4.h5,147456,6801,139235,9214,0.046122233072916664,0.9442477756076388,0.06248643663194445,1.0,0.7381159105708704,0.043670048522276135,0.9563299514777238
prostate,client1,Domain1,block,Case08_5.h5,147456,7937,138796,10477,0.053826226128472224,0.9412706163194444,0.07105170355902778,1.0,0.7575641882218193,0.04371928940405695,0.9562807105959431
prostate,client1,Domain1,block,Case08_6.h5,147456,8675,138544,11323,0.058831108940972224,0.9395616319444444,0.07678900824652778,1.0,0.766139715623068,0.03642651296829971,0.9635734870317003
prostate,client1,Domain1,block,Case08_7.h5,147456,9246,138324,11970,0.06270345052083333,0.9380696614583334,0.0811767578125,1.0,0.7724310776942356,0.033311702357776335,0.9666882976422236
prostate,client1,Domain1,block,Case08_8.h5,147456,9593,138033,12464,0.06505669487847222,0.93609619140625,0.08452690972222222,1.0,0.7696566110397947,0.033253413947670174,0.9667465860523298
prostate,client1,Domain1,block,Case08_9.h5,147456,9334,138135,12127,0.06330023871527778,0.9367879231770834,0.0822414822048611,1.0,0.7696874742310547,0.03321191343475466,0.9667880865652453
prostate,client1,Domain1,block,Case09_10.h5,147456,4808,140524,6514,0.03260633680555555,0.9529893663194444,0.04417588975694445,1.0,0.7381025483573841,0.08257071547420965,0.9174292845257903
prostate,client1,Domain1,block,Case09_11.h5,147456,4502,140398,6238,0.030531141493055556,0.9521348741319444,0.042304144965277776,1.0,0.7217056748958,0.08240781874722346,0.9175921812527765
prostate,client1,Domain1,block,Case09_12.h5,147456,3294,141344,4882,0.0223388671875,0.9585503472222222,0.03310818142361111,1.0,0.6747234739860712,0.10139647844565877,0.8986035215543412
prostate,client1,Domain1,block,Case09_13.h5,147456,2658,141907,4231,0.018025716145833332,0.9623684353298612,0.028693305121527776,1.0,0.6282202788938785,0.0692249811888638,0.9307750188111362
prostate,client1,Domain1,block,Case09_14.h5,147456,355,144175,1188,0.002407497829861111,0.9777492947048612,0.008056640625,1.0,0.2988215488215488,0.04788732394366197,0.952112676056338
prostate,client1,Domain1,block,Case09_15.h5,147456,9,145181,484,6.103515625e-05,0.9845716688368056,0.0032823350694444445,1.0,0.01859504132231405,0.0,1.0
prostate,client1,Domain1,block,Case09_4.h5,147456,903,143567,1882,0.006123860677083333,0.9736260308159722,0.012763129340277778,1.0,0.4798087141339001,0.08637873754152824,0.9136212624584718
prostate,client1,Domain1,block,Case09_5.h5,147456,1447,142910,2657,0.009813096788194444,0.9691704644097222,0.018018934461805556,1.0,0.5445991719984945,0.0912232204561161,0.9087767795438839
prostate,client1,Domain1,block,Case09_6.h5,147456,2311,142240,3669,0.015672471788194444,0.9646267361111112,0.024881998697916668,1.0,0.6298718997001908,0.10601471224578105,0.8939852877542189
prostate,client1,Domain1,block,Case09_7.h5,147456,2953,141377,4565,0.020026312934027776,0.9587741427951388,0.030958387586805556,1.0,0.6468784227820372,0.11242803928208601,0.887571960717914
prostate,client1,Domain1,block,Case09_8.h5,147456,4075,140871,5680,0.027635362413194444,0.9553426106770834,0.038519965277777776,1.0,0.7174295774647887,0.10895705521472393,0.8910429447852761
prostate,client1,Domain1,block,Case09_9.h5,147456,4787,140406,6480,0.032463921440972224,0.9521891276041666,0.0439453125,1.0,0.7387345679012346,0.07791936494673073,0.9220806350532693
prostate,client1,Domain1,block,Case10_10.h5,147456,4132,140811,5990,0.028021918402777776,0.9549357096354166,0.04062228732638889,1.0,0.6898163606010017,0.07042594385285576,0.9295740561471443
prostate,client1,Domain1,block,Case10_11.h5,147456,4392,140787,6261,0.02978515625,0.95477294921875,0.042460123697916664,1.0,0.7014853857211308,0.0662568306010929,0.9337431693989071
prostate,client1,Domain1,block,Case10_12.h5,147456,4127,141126,5897,0.027988009982638888,0.9570719401041666,0.03999159071180555,1.0,0.6998473800237409,0.07075357402471529,0.9292464259752847
prostate,client1,Domain1,block,Case10_13.h5,147456,3311,141349,4954,0.022454155815972224,0.9585842556423612,0.03359646267361111,1.0,0.6683488090431974,0.0613107822410148,0.9386892177589852
prostate,client1,Domain1,block,Case10_14.h5,147456,1739,142414,3158,0.011793348524305556,0.9658067491319444,0.021416558159722224,1.0,0.5506649778340722,0.06440483036227718,0.9355951696377228
prostate,client1,Domain1,block,Case10_15.h5,147456,1100,143245,2167,0.007459852430555556,0.9714423285590278,0.014695909288194444,1.0,0.5076142131979695,0.06181818181818182,0.9381818181818182
prostate,client1,Domain1,block,Case10_16.h5,147456,86,145260,458,0.0005832248263888889,0.985107421875,0.003106011284722222,1.0,0.18777292576419213,0.4186046511627907,0.5813953488372093
prostate,client1,Domain1,block,Case10_5.h5,147456,152,144443,957,0.0010308159722222222,0.9795667860243056,0.006490071614583333,1.0,0.1588296760710554,0.039473684210526314,0.9605263157894737
prostate,client1,Domain1,block,Case10_6.h5,147456,932,143156,2082,0.006320529513888889,0.9708387586805556,0.014119466145833334,1.0,0.44764649375600385,0.07832618025751073,0.9216738197424893
prostate,client1,Domain1,block,Case10_7.h5,147456,2199,142092,3699,0.014912923177083334,0.963623046875,0.02508544921875,1.0,0.5944849959448499,0.08913142337426103,0.910868576625739
prostate,client1,Domain1,block,Case10_8.h5,147456,3161,141417,4760,0.021436903211805556,0.95904541015625,0.032280815972222224,1.0,0.6640756302521008,0.05536222714330908,0.9446377728566909
prostate,client1,Domain1,block,Case10_9.h5,147456,3650,141137,5331,0.024753146701388888,0.9571465386284722,0.036153157552083336,1.0,0.6846745451134871,0.06986301369863014,0.9301369863013699
prostate,client1,Domain1,block,Case11_10.h5,147456,5261,140142,7345,0.03567843967013889,0.9503987630208334,0.049811469184027776,1.0,0.7162695711368278,0.03497433947918647,0.9650256605208135
prostate,client1,Domain1,block,Case11_11.h5,147456,6123,139770,8342,0.041524251302083336,0.9478759765625,0.056572808159722224,1.0,0.7339966434907697,0.03870651641352278,0.9612934835864773
prostate,client1,Domain1,block,Case11_12.h5,147456,6070,139664,8300,0.04116482204861111,0.9471571180555556,0.05628797743055555,1.0,0.7313253012048193,0.03937397034596376,0.9606260296540362
prostate,client1,Domain1,block,Case11_13.h5,147456,5825,139587,8066,0.03950330946180555,0.9466349283854166,0.05470106336805555,1.0,0.7221671212496901,0.031072961373390558,0.9689270386266094
prostate,client1,Domain1,block,Case11_14.h5,147456,3356,141076,5152,0.022759331597222224,0.9567328559027778,0.03493923611111111,1.0,0.6513975155279503,0.04439809296781883,0.9556019070321812
prostate,client1,Domain1,block,Case11_15.h5,147456,2042,141846,3596,0.013848198784722222,0.9619547526041666,0.024386935763888888,1.0,0.567853170189099,0.03281096963761019,0.9671890303623898
prostate,client1,Domain1,block,Case11_16.h5,147456,910,144038,1532,0.006171332465277778,0.9768202039930556,0.010389539930555556,1.0,0.5939947780678851,0.3274725274725275,0.6725274725274726
prostate,client1,Domain1,block,Case11_3.h5,147456,275,144191,1188,0.001864963107638889,0.9778578016493056,0.008056640625,1.0,0.23148148148148148,0.03636363636363636,0.9636363636363636
prostate,client1,Domain1,block,Case11_4.h5,147456,519,143279,1816,0.0035196940104166665,0.9716729058159722,0.012315538194444444,1.0,0.2857929515418502,0.01348747591522158,0.9865125240847784
prostate,client1,Domain1,block,Case11_5.h5,147456,1496,142408,2992,0.010145399305555556,0.9657660590277778,0.020290798611111112,1.0,0.5,0.05080213903743316,0.9491978609625669
prostate,client1,Domain1,block,Case11_6.h5,147456,2247,141959,3808,0.015238444010416666,0.9627210828993056,0.025824652777777776,1.0,0.5900735294117647,0.04717400979083222,0.9528259902091678
prostate,client1,Domain1,block,Case11_7.h5,147456,3332,141262,5093,0.022596571180555556,0.9579942491319444,0.034539116753472224,1.0,0.6542312978598076,0.05552220888355342,0.9444777911164466
prostate,client1,Domain1,block,Case11_8.h5,147456,3921,140896,5766,0.026590983072916668,0.9555121527777778,0.039103190104166664,1.0,0.6800208116545265,0.046671767406273906,0.9533282325937261
prostate,client1,Domain1,block,Case11_9.h5,147456,4806,140447,6839,0.0325927734375,0.9524671766493056,0.046379937065972224,1.0,0.7027343178827314,0.04057428214731586,0.9594257178526842
prostate,client1,Domain1,block,Case12_1.h5,147456,461,143833,1420,0.0031263563368055555,0.9754299587673612,0.009629991319444444,1.0,0.3246478873239437,0.07809110629067245,0.9219088937093276
prostate,client1,Domain1,block,Case12_10.h5,147456,8369,138888,10889,0.056755913628472224,0.94189453125,0.07384575737847222,1.0,0.7685737900633667,0.049707252957342574,0.9502927470426574
prostate,client1,Domain1,block,Case12_11.h5,147456,8633,138582,11241,0.05854627821180555,0.9398193359375,0.07623291015625,1.0,0.7679921715149898,0.04563882775396733,0.9543611722460327
prostate,client1,Domain1,block,Case12_12.h5,147456,5404,139981,7503,0.03664822048611111,0.9493069118923612,0.050882975260416664,1.0,0.7202452352392377,0.037194670614359736,0.9628053293856402
prostate,client1,Domain1,block,Case12_13.h5,147456,3453,140819,5458,0.023417154947916668,0.9549899631076388,0.03701443142361111,1.0,0.6326493220960059,0.019403417318273965,0.980596582681726
prostate,client1,Domain1,block,Case12_14.h5,147456,1757,141917,3228,0.011915418836805556,0.9624362521701388,0.021891276041666668,1.0,0.5442998760842627,0.08764940239043825,0.9123505976095617
prostate,client1,Domain1,block,Case12_2.h5,147456,1137,143188,2316,0.007710774739583333,0.9710557725694444,0.015706380208333332,1.0,0.49093264248704666,0.11433597185576078,0.8856640281442393
prostate,client1,Domain1,block,Case12_3.h5,147456,2798,141129,4673,0.018975151909722224,0.95709228515625,0.03169080946180555,1.0,0.5987588273057993,0.054324517512508934,0.9456754824874911
prostate,client1,Domain1,block,Case12_4.h5,147456,5582,139718,7848,0.03785536024305555,0.9475233289930556,0.05322265625,1.0,0.7112640163098879,0.05356503045503404,0.946434969544966
prostate,client1,Domain1,block,Case12_5.h5,147456,6994,138953,9554,0.047431098090277776,0.9423353407118056,0.0647922092013889,1.0,0.7320494033912497,0.030883614526737203,0.9691163854732628
prostate,client1,Domain1,block,Case12_6.h5,147456,8217,138581,10841,0.05572509765625,0.9398125542534722,0.0735202365451389,1.0,0.7579559081265566,0.04089083607155896,0.959109163928441
prostate,client1,Domain1,block,Case12_7.h5,147456,9039,138033,11820,0.061299641927083336,0.93609619140625,0.08015950520833333,1.0,0.7647208121827411,0.039052992587675625,0.9609470074123244
prostate,client1,Domain1,block,Case12_8.h5,147456,9946,137913,12773,0.06745062934027778,0.9352823893229166,0.08662245008680555,1.0,0.7786737649729899,0.04232857430122662,0.9576714256987734
prostate,client1,Domain1,block,Case12_9.h5,147456,9483,138044,12244,0.06431070963541667,0.9361707899305556,0.0830349392361111,1.0,0.7745017967984319,0.045660655910576824,0.9543393440894232
prostate,client1,Domain1,block,Case13_10.h5,147456,3178,141648,4762,0.021552191840277776,0.9606119791666666,0.032294379340277776,1.0,0.6673666526669466,0.07960981749528005,0.9203901825047199
prostate,client1,Domain1,block,Case13_11.h5,147456,3618,141367,5268,0.0245361328125,0.9587063259548612,0.035725911458333336,1.0,0.6867881548974943,0.08512990602542841,0.9148700939745716
prostate,client1,Domain1,block,Case13_12.h5,147456,2298,142041,3729,0.015584309895833334,0.9632771809895834,0.025288899739583332,1.0,0.6162510056315366,0.0783289817232376,0.9216710182767625
prostate,client1,Domain1,block,Case13_13.h5,147456,2322,141970,3797,0.0157470703125,0.9627956814236112,0.025750054253472224,1.0,0.6115354227021332,0.07536606373815675,0.9246339362618432
